dog,1,Brown,0,3,1,1,2,1,0,16,0.253478465136141,0.892419078852981,0.659494848456234,0.126593636814505,0.387033042265102
cat,1,White,1,5,1,1,5,1,1,18,0.0386018473654985,0.531979299616069,0.0788720310665667,0.35422246158123,0.238170983502641
dog,1,Brown,0,1,1,0,2,1,1,17,0.305820016888902,0.892511101905257,0.205696800956503,0.244201373774558,0.0268220107536763
dog,1,Spotted,1,2,1,1,10,1,1,16,0.399536370066926,0.0706949541345239,0.295400443486869,0.940749027067795,0.0921667453367263
cat,1,Spotted,1,7,1,1,3,1,0,16,0.649401988834143,0.905821592546999,0.491894169012085,0.367287242086604,0.0702650437597185
dog,1,White,1,2,1,1,3,0,1,4,0.540197850903496,0.438687349436805,0.220930275274441,0.321991373086348,0.574573102407157
dog,1,Brown,0,5,1,0,2,0,1,7,0.28883342188783,0.809249476529658,0.0641336175613105,0.0819793266709894,0.723317669238895
cat,1,Grey,1,9,1,0,5,0,1,17,0.882384842727333,0.0294777059461921,0.902544671669602,0.932287747738883,0.7935999520123
dog,1,Grey,0,5,1,1,2,1,1,10,0.360285164555535,0.26485831127502,0.355334566673264,0.381999925943092,0.660188692854717
dog,1,Brown,0,2,1,1,2,1,1,4,0.64586358005181,0.0346975319553167,0.536082407925278,0.63908017729409,0.0388688414823264
cat,1,Spotted,1,5,1,1,3,0,0,2,0.509988058591262,0.95760124293156,0.540281579596922,0.104181371862069,0.836382642854005
cat,1,Black,1,7,0,0,3,0,1,12,0.478296695509925,0.769605914829299,0.486856639152393,0.677360957954079,0.399220898281783
dog,1,Grey,0,3,1,1,2,1,1,19,0.492464251350611,0.441886704182252,0.760669730836526,0.205884447786957,0.557179695228115
dog,1,Grey,0,2,1,0,2,1,1,17,0.817132289521396,0.496338595403358,0.562369266524911,0.500387376639992,0.226900435984135
cat,1,Black,1,10,1,1,3,1,0,2,0.638676141155884,0.926460282644257,0.916157410480082,0.0958331611473113,0.721667298348621
dog,1,Brown,0,4,1,1,2,1,1,7,0.932859883643687,0.764405977679417,0.681582143995911,0.0940883641596884,0.77606868580915
dog,1,Spotted,0,3,1,1,2,1,1,16,0.812115266919136,0.759891680674627,0.120405004825443,0.403859611134976,0.931688945973292
dog,1,Brown,0,10,1,1,2,1,1,3,0.323319565039128,0.446827047271654,0.880116710904986,0.921050331322476,0.984204505337402
cat,1,Black,1,6,0,1,5,0,1,17,0.815308621851727,0.0451536818873137,0.787359365494922,0.0306478489656001,0.229642691323534
cat,1,White,1,7,0,1,3,1,1,18,0.185162802692503,0.473860382800922,0.858139258343726,0.436837110668421,0.752681137993932
cat,1,Black,1,6,0,1,5,0,1,17,0.506586659699678,0.422580551356077,0.8387172059156,0.999422304099426,0.148735815426335
cat,1,Spotted,1,6,1,0,2,0,1,11,0.854732748353854,0.674422311130911,0.29356687492691,0.813126825261861,0.851587845012546
dog,1,White,1,3,1,1,2,0,1,20,0.294495299225673,0.562900877324864,0.825490861199796,0.326649905648082,0.117285984801129
dog,1,Brown,1,2,1,1,2,0,1,8,0.902972252573818,0.181215399876237,0.280715313740075,0.795588804408908,0.114148173015565
dog,1,Spotted,1,3,1,1,2,1,1,18,0.179987623356283,0.905091067077592,0.782922698417678,0.730455724522471,0.606108150444925
cat,1,White,1,7,0,1,5,0,1,2,0.592905082507059,0.567572329426184,0.25407127616927,0.584525307873264,0.87020541424863
dog,1,White,1,2,1,1,2,1,1,3,0.109598715323955,0.603850696701556,0.474643386667594,0.819507722277194,0.291236196877435
dog,1,White,1,4,1,0,2,0,1,12,0.226750690257177,0.698530303779989,0.300337044754997,0.400818001013249,0.360866582719609
dog,1,Grey,0,10,0,1,2,1,1,6,0.63171745208092,0.172290589660406,0.151304059429094,0.569845848716795,0.878122814698145
dog,1,Spotted,1,6,1,1,2,1,0,20,0.814763141097501,0.478278587572277,0.0746003612875938,0.212114394409582,0.876852168468758
cat,1,White,1,6,0,1,3,0,1,2,0.73245274531655,0.483818103326485,0.959922601934522,0.280056805349886,0.0883371611125767
cat,1,Black,0,4,1,1,5,0,1,19,0.213401412125677,0.817229176405817,0.601218239404261,0.624830858781934,0.129487704718485
dog,1,White,1,2,1,1,2,0,1,20,0.743181848665699,0.115893898066133,0.665129141416401,0.918992388062179,0.700457032537088
dog,1,Black,1,4,1,1,2,1,1,18,0.394485612399876,0.851486902916804,0.995069115422666,0.607253847643733,0.836265316000208
cat,1,White,1,6,1,1,8,0,1,6,0.440750711364672,0.117896729381755,0.262339462526143,0.208519782405347,0.643623853800818
dog,1,Spotted,0,1,1,1,2,1,1,10,0.74623961164616,0.246851274976507,0.0211228535044938,0.344399888301268,0.0575690432451665
dog,1,Spotted,1,10,1,1,2,1,1,19,0.980445006629452,0.0397729661781341,0.453317460836843,0.673532295273617,0.544138595927507
dog,1,Grey,1,3,1,1,2,1,1,8,0.718800959875807,0.98954044491984,0.575466729234904,0.345862541813403,0.604866852983832
dog,1,Brown,1,1,1,1,8,1,1,5,0.66251684864983,0.939495704136789,0.571246029343456,0.459223401732743,0.361877472838387
cat,1,Black,1,7,1,1,5,0,1,5,0.0311528278980404,0.220844668336213,0.175059215165675,0.408046297961846,0.660851307678968
dog,1,Spotted,1,1,1,1,8,1,1,14,0.874988872325048,0.787473837612197,0.831048178020865,0.221879453863949,0.231517572654411
cat,1,Grey,1,5,1,1,8,0,1,2,0.319078395841643,0.832559763453901,0.0629236295353621,0.778352712281048,0.573253788519651
dog,1,Spotted,0,3,1,1,2,0,1,2,0.00635782140307128,0.96356561826542,0.400963562307879,0.827130788937211,0.753944386262447
dog,1,Brown,0,5,1,1,2,0,1,10,0.328195333946496,0.92156333848834,0.716497085988522,0.341154133668169,0.532782058930025
dog,1,Spotted,0,5,1,1,2,1,1,7,0.913900861516595,0.591821659356356,0.692506703315303,0.307247574208304,0.151236460777
cat,1,Grey,0,5,0,1,5,1,1,9,0.373238305328414,0.273951050592586,0.503460118081421,0.940257048932835,0.169090367620811
cat,1,Black,1,7,1,1,10,1,1,17,0.544147930108011,0.336113712750375,0.374553680419922,0.133830729871988,0.358838819898665
dog,1,Brown,0,3,1,1,2,1,1,2,0.582090705633163,0.251120880013332,0.551083120051771,0.781868743943051,0.841093195136636
dog,1,White,0,3,1,1,2,1,0,11,0.620276822941378,0.984907841542736,0.280732396058738,0.555917162913829,0.0476946062408388
dog,1,White,0,5,1,1,2,1,1,14,0.94527664151974,0.337448178324848,0.570490696001798,0.73159575718455,0.00269064074382186
dog,1,Grey,1,10,1,0,2,0,0,13,0.0607176672201604,0.907731352141127,0.229334144387394,0.626536610070616,0.50786104076542
cat,1,Grey,1,7,1,1,5,0,1,1,0.959013491636142,0.994821076514199,0.537361434428021,0.0799140161834657,0.97824767883867
cat,1,Grey,1,5,0,1,10,0,1,12,0.302366998279467,0.116870421450585,0.446440935600549,0.0974657330662012,0.861136677209288
dog,1,Grey,1,3,1,1,2,1,1,3,0.660540987970307,0.0470743766054511,0.599056198494509,0.950984649593011,0.473798308521509
dog,1,Spotted,0,2,1,1,2,1,0,19,0.689089123625308,0.749464883003384,0.0333713069558144,0.626021017320454,0.619868316454813
cat,1,White,1,7,0,1,5,0,1,10,0.860871960874647,0.424172470346093,0.129886993439868,0.351750750327483,0.0856470728758723
dog,1,Brown,0,1,1,1,10,1,1,6,0.881526966812089,0.532559318467975,0.679974338039756,0.158537417184561,0.0146490889601409
dog,1,Grey,0,2,1,1,2,1,1,19,0.607186989858747,0.505320530151948,0.143850438762456,0.761717578629032,0.113689686637372
dog,1,Spotted,0,1,1,1,2,1,1,12,0.478770904475823,0.17002185434103,0.123678685631603,0.762863448355347,0.995262930402532
cat,1,White,1,7,0,1,3,1,1,16,0.597321769455448,0.509005882544443,0.676326300017536,0.871852674987167,0.640535414218903
dog,1,White,1,3,1,0,2,1,1,2,0.124057866400108,0.719905231148005,0.919278487330303,0.264065274037421,0.979914625175297
cat,1,Spotted,1,6,1,1,2,0,1,5,0.310090281069279,0.401770590571687,0.168788121081889,0.0735325836576521,0.488866780651733
cat,1,Grey,1,7,1,1,8,0,1,9,0.599970098817721,0.098805840825662,0.124459295766428,0.0490380944684148,0.0147953147534281
cat,1,Grey,1,4,1,1,3,0,1,16,0.687325528124347,0.8724467640277,0.305216004606336,0.229539913590997,0.81246446329169
dog,1,White,0,4,1,1,2,1,1,19,0.583400514908135,0.174672081135213,0.802037318004295,0.910462267231196,0.200842372374609
dog,1,Spotted,1,6,1,1,2,1,0,4,0.865425244206563,0.542672814568505,0.981491927523166,0.809920835308731,0.646460836753249
cat,1,Grey,0,10,0,1,10,0,1,20,0.0332071457523853,0.764870384009555,0.816072762012482,0.467791139381006,0.780088066589087
dog,1,Brown,0,5,1,0,2,1,1,12,0.310384378302842,0.453094796510413,0.75857893563807,0.327971458667889,0.944315506611019
dog,1,Brown,0,3,1,1,2,1,1,10,0.470472299261019,0.889894395368174,0.460084030870348,0.97116425470449,0.327554243383929
dog,1,Brown,1,1,1,1,2,1,1,3,0.813427861081436,0.181860674638301,0.312805205117911,0.1153596683871,0.4229581868276
dog,1,Grey,0,2,1,1,2,1,0,16,0.284742474090308,0.076864976901561,0.866551254410297,0.964804743183777,0.663978106575087
dog,1,White,0,1,1,1,2,1,1,3,0.0230456860736012,0.554737317375839,0.389945194823667,0.606461368035525,0.241702542174608
